0, 1
3.86283, 2
6.3821, 3
10, 1
14.5428, 2
17.7316, 3
20, 1
23.9042, 2
26.6494, 3
30, 1
34.396, 2
36.1139, 3
40, 1
43.0506, 2
43.7076, 3
50, 1
52.1576, 2
53.1404, 3
60, 1
63.2412, 2
64.8345, 3
70, 1
74.057, 2
75.3679, 3
80, 1
83.4585, 2
87.598, 3
90, 1
92.7479, 2
94.5975, 3
100, 1
104.208, 2
108.677, 3
110, 1
113.506, 2
118.056, 3
120, 1
122.659, 2
123.352, 3
130, 1
