0, 1
4.80601, 2
9.15459, 3
10, 1
12.6853, 2
13.9946, 3
20, 1
22.0945, 2
22.8298, 3
30, 1
33.8003, 2
34.0866, 3
40, 1
43.4255, 2
46.5252, 3
50, 1
52.2554, 2
56.5922, 3
60, 1
63.8807, 2
67.8596, 3
70, 1
74.0129, 2
77.4237, 3
80, 1
84.2565, 2
84.9209, 3
90, 1
92.6872, 2
93.3353, 3
100, 1
103.141, 2
103.238, 3
110, 1
114.841, 2
115.418, 3
120, 1
124.994, 2
126.118, 3
130, 1
