0, 1
4.03397, 2
5.91416, 3
10, 1
13.3267, 2
16.119, 3
20, 1
22.4694, 2
25.3814, 3
30, 1
33.2493, 2
35.2267, 3
40, 1
42.9687, 2
43.9152, 3
50, 1
52.1705, 2
56.7197, 3
60, 1
63.3696, 2
64.1358, 3
70, 1
72.1016, 2
73.1873, 3
80, 1
84.2068, 2
88.2481, 3
90, 1
94.6374, 2
98.6407, 3
100, 1
104.535, 2
109.521, 3
110, 1
112.646, 2
114.387, 3
120, 1
123.219, 2
123.835, 3
130, 1
