0, 1
3.62103, 2
6.61167, 3
10, 1
14.6077, 2
16.3237, 3
20, 1
23.9704, 2
24.5293, 3
30, 1
32.0472, 2
34.1918, 3
40, 1
42.6697, 2
45.6123, 3
50, 1
52.2565, 2
55.5989, 3
60, 1
64.8072, 2
66.6375, 3
70, 1
74.5463, 2
79.3469, 3
80, 1
84.8472, 2
85.2011, 3
90, 1
94.2806, 2
94.539, 3
100, 1
103.237, 2
105.659, 3
110, 1
114.935, 2
117.483, 3
120, 1
122.365, 2
123.369, 3
130, 1
